adverbGroupScore,adverbAdjectiveGroupScore,verbGroupScore,emoticonScore,emoticonCount,repetitions,exclamations,fractionInCaps,adverbGroupCount,adverbAdjectiveGroupCount,verbGroupCount
0.0,0.0,-0.009592663305971328,0.0,0,0,0,0.0,0,0,17
0.0,-0.21250000000000005,0.05435845837573209,0.0,0,0,0,0.0,0,1,23
0.0,-0.27772727272727277,0.05113636363636364,0.0,1,0,0,0.0,1,2,17
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,19
0.0,0.0,0.0,0.0,0,0,0,0.0,0,1,9
0.0,0.0,0.02373136107481539,0.0,0,0,0,0.0,0,0,19
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,2
0.0,0.0,-0.0012452123559833774,0.0,0,0,0,0.0,0,0,9
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,5
0.0,0.0,0.011046430074344228,0.0,0,0,0,0.0,0,0,9
0.0,0.0,-0.2303467385926441,0.0,0,0,0,0.0,0,0,21
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,10
0.0,0.0,-0.03787878787878787,0.0,0,1,0,0.0,0,0,16
0.0,0.0,0.02510401230278127,0.0,1,1,0,0.0,0,0,14
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.0712809917355372,0.0,0,1,2,0.0,0,0,22
0.0,0.0,0.04149802890932984,0.0,0,1,0,0.0,0,0,17
